start,end,ngram,term,cui,similarity,semtypes,preferred,elem_id,source_filename
704,711,context,context,C0542559,1.0,{'T041'},0,87,PMC9209331.txt
877,884,context,context,C0542559,1.0,{'T041'},0,87,PMC9209331.txt
946,953,section,section,C1552858,1.0,{'T170'},1,87,PMC9209331.txt
1183,1190,section,section,C1552858,1.0,{'T170'},1,87,PMC9209331.txt
1258,1265,version,version,C0333052,1.0,{'T170'},1,87,PMC9209331.txt
960,966,Update,Update,C1548567,1.0,{'T170'},1,87,PMC9209331.txt
960,966,Update,Update,C1549773,1.0,{'T170'},1,87,PMC9209331.txt
1175,1181,Update,Update,C1548567,1.0,{'T170'},1,87,PMC9209331.txt
1175,1181,Update,Update,C1549773,1.0,{'T170'},1,87,PMC9209331.txt
1022,1026,pain,pain,C0030193,1.0,{'T184'},0,87,PMC9209331.txt
1134,1138,pain,pain,C0030193,1.0,{'T184'},0,87,PMC9209331.txt
277,280,new,new,C1578513,1.0,{'T033'},1,87,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,88,PMC9209331.txt
65,75,treatments,treatments,C0087111,1.0,{'T061'},1,88,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,88,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,88,PMC9209331.txt
88,93,GRADE,grade,C3244287,1.0,{'T033'},1,88,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,89,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,89,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,89,PMC9209331.txt
94,103,treatment,treatment,C0087111,1.0,{'T061'},1,89,PMC9209331.txt
94,103,treatment,treatment,C3887704,1.0,{'T058'},1,89,PMC9209331.txt
79,82,new,new,C1578513,1.0,{'T033'},1,89,PMC9209331.txt
70,84,considerations,considerations,C0518609,1.0,{'T033'},1,90,PMC9209331.txt
287,301,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,90,PMC9209331.txt
145,156,medications,medications,C0013227,1.0,{'T121'},1,90,PMC9209331.txt
407,418,methodology,methodology,C0969625,1.0,{'T170'},1,90,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,90,PMC9209331.txt
85,95,Pregabalin,Pregabalin,C3854233,1.0,{'T059'},1,90,PMC9209331.txt
85,95,Pregabalin,Pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,90,PMC9209331.txt
303,313,Pregabalin,Pregabalin,C3854233,1.0,{'T059'},1,90,PMC9209331.txt
303,313,Pregabalin,Pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,90,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,90,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,90,PMC9209331.txt
198,207,treatment,treatment,C0087111,1.0,{'T061'},1,90,PMC9209331.txt
198,207,treatment,treatment,C3887704,1.0,{'T058'},1,90,PMC9209331.txt
274,283,reduction,reduction,C4551656,1.0,{'T061'},1,90,PMC9209331.txt
357,366,treatment,treatment,C0087111,1.0,{'T061'},1,90,PMC9209331.txt
357,366,treatment,treatment,C3887704,1.0,{'T058'},1,90,PMC9209331.txt
448,455,placebo,placebo,C0032042,1.0,{'T061'},0,90,PMC9209331.txt
322,326,used,used,C1273517,1.0,{'T033'},1,90,PMC9209331.txt
192,205,oxcarbazepine,oxcarbazepine,C0069751,1.0,"{'T109', 'T121'}",0,91,PMC9209331.txt
338,351,oxcarbazepine,oxcarbazepine,C0069751,1.0,"{'T109', 'T121'}",0,91,PMC9209331.txt
477,490,meta-analysis,meta-analysis,C0282458,1.0,{'T170'},1,91,PMC9209331.txt
265,277,hyperalgesia,hyperalgesia,C0020429,1.0,{'T184'},0,91,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,91,PMC9209331.txt
143,153,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,91,PMC9209331.txt
323,333,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,91,PMC9209331.txt
569,579,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,91,PMC9209331.txt
697,707,depression,depression,C0344315,1.0,{'T048'},1,91,PMC9209331.txt
697,707,depression,depression,C1579931,1.0,{'T184'},1,91,PMC9209331.txt
697,707,depression,depression,C0011570,1.0,{'T048'},0,91,PMC9209331.txt
697,707,depression,depression,C0011581,1.0,{'T048'},0,91,PMC9209331.txt
697,707,depression,depression,C0812393,1.0,{'T048'},0,91,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,91,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,91,PMC9209331.txt
233,242,character,character,C0007952,1.0,{'T041'},0,91,PMC9209331.txt
246,255,allodynia,allodynia,C0458247,1.0,{'T184'},1,91,PMC9209331.txt
305,314,reduction,reduction,C4551656,1.0,{'T061'},1,91,PMC9209331.txt
384,393,character,character,C0007952,1.0,{'T041'},0,91,PMC9209331.txt
76,84,very low,very low,C0442811,1.0,{'T033'},1,91,PMC9209331.txt
418,426,pricking,pricking,C0439821,1.0,{'T033'},1,91,PMC9209331.txt
432,440,numbness,numbness,C0020580,1.0,{'T033'},1,91,PMC9209331.txt
432,440,numbness,numbness,C0028643,1.0,{'T184'},0,91,PMC9209331.txt
409,416,burning,burning,C0085624,1.0,{'T184'},1,91,PMC9209331.txt
685,692,anxiety,anxiety,C0003469,1.0,{'T048'},1,91,PMC9209331.txt
685,692,anxiety,anxiety,C0860603,1.0,{'T184'},1,91,PMC9209331.txt
685,692,anxiety,anxiety,C0003467,1.0,{'T048'},0,91,PMC9209331.txt
665,670,sleep,sleep,C0037313,1.0,{'T040'},0,91,PMC9209331.txt
228,232,pain,pain,C0030193,1.0,{'T184'},0,91,PMC9209331.txt
260,264,heat,heat,C0221500,1.0,{'T047'},1,91,PMC9209331.txt
300,304,pain,pain,C0030193,1.0,{'T184'},0,91,PMC9209331.txt
374,378,pain,pain,C0030193,1.0,{'T184'},0,91,PMC9209331.txt
469,473,pain,pain,C0030193,1.0,{'T184'},0,91,PMC9209331.txt
583,587,pain,pain,C0030193,1.0,{'T184'},0,91,PMC9209331.txt
72,75,low,low,C1550472,1.0,{'T170'},1,91,PMC9209331.txt
70,84,considerations,considerations,C0518609,1.0,{'T033'},1,92,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,92,PMC9209331.txt
85,95,Gabapentin,Gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,92,PMC9209331.txt
135,145,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,92,PMC9209331.txt
222,232,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,92,PMC9209331.txt
280,290,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,92,PMC9209331.txt
317,327,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,92,PMC9209331.txt
433,443,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,92,PMC9209331.txt
487,497,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,92,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,92,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,92,PMC9209331.txt
448,455,placebo,placebo,C0032042,1.0,{'T061'},0,92,PMC9209331.txt
512,519,reduced,reduced,C0392756,1.0,{'T033'},1,92,PMC9209331.txt
175,181,proven,proven,C0700164,1.0,"{'T123', 'T121'}",1,92,PMC9209331.txt
296,300,body,body,C0152338,1.0,{'T023'},1,92,PMC9209331.txt
142,155,meta-analysis,meta-analysis,C0282458,1.0,{'T170'},1,93,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,93,PMC9209331.txt
239,249,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,93,PMC9209331.txt
327,337,Gabapentin,Gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,93,PMC9209331.txt
441,451,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,93,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,93,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,93,PMC9209331.txt
426,435,treatment,treatment,C0087111,1.0,{'T061'},1,93,PMC9209331.txt
426,435,treatment,treatment,C3887704,1.0,{'T058'},1,93,PMC9209331.txt
101,109,reviewed,reviewed,C0282443,1.0,{'T170'},1,93,PMC9209331.txt
347,355,positive,positive,C1446409,1.0,{'T033'},1,93,PMC9209331.txt
400,408,improved,improved,C0184511,1.0,{'T033'},1,93,PMC9209331.txt
80,87,version,version,C0333052,1.0,{'T170'},1,93,PMC9209331.txt
492,499,present,present,C0150312,1.0,{'T033'},1,93,PMC9209331.txt
186,192,review,review,C0282443,1.0,{'T170'},0,93,PMC9209331.txt
393,399,scores,scores,C0449820,1.0,{'T033'},1,93,PMC9209331.txt
367,372,sleep,sleep,C0037313,1.0,{'T040'},0,93,PMC9209331.txt
374,379,sleep,sleep,C0037313,1.0,{'T040'},0,93,PMC9209331.txt
181,185,data,data,C3245479,1.0,{'T074'},1,93,PMC9209331.txt
229,233,pain,pain,C0030193,1.0,{'T184'},0,93,PMC9209331.txt
483,487,pain,pain,C0030193,1.0,{'T184'},0,93,PMC9209331.txt
495,515,musculoskeletal pain,musculoskeletal pain,C0026858,1.0,{'T033'},0,94,PMC9209331.txt
450,465,diphenhydramine,diphenhydramine,C0012522,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
70,84,considerations,considerations,C0518609,1.0,{'T033'},1,94,PMC9209331.txt
275,289,antidepressant,antidepressant,C0003289,1.0,{'T121'},0,94,PMC9209331.txt
137,150,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
208,221,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
253,266,meta-analysis,meta-analysis,C0282458,1.0,{'T170'},1,94,PMC9209331.txt
400,413,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
565,578,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,94,PMC9209331.txt
88,98,pregabalin,pregabalin,C0657912,1.0,"{'T121', 'T116'}",0,94,PMC9209331.txt
103,113,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
302,312,management,management,C0376636,1.0,{'T058'},1,94,PMC9209331.txt
471,481,gabapentin,gabapentin,C0060926,1.0,"{'T109', 'T121'}",0,94,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,94,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,94,PMC9209331.txt
373,381,reducing,reducing,C0392756,1.0,{'T033'},1,94,PMC9209331.txt
743,758,anticholinergic,anticholinergic,C0242896,1.0,{'T121'},1,95,PMC9209331.txt
135,148,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
240,253,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
619,632,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
672,685,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
811,824,amitriptyline,amitriptyline,C0002600,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
152,163,lamotrigine,lamotrigine,C0524166,1.0,{'T059'},1,95,PMC9209331.txt
152,163,lamotrigine,lamotrigine,C0064636,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
258,269,lamotrigine,lamotrigine,C0524166,1.0,{'T059'},1,95,PMC9209331.txt
258,269,lamotrigine,lamotrigine,C0064636,1.0,"{'T109', 'T121'}",0,95,PMC9209331.txt
43,53,treatments,treatments,C0087111,1.0,{'T061'},1,95,PMC9209331.txt
214,224,treatments,treatments,C0087111,1.0,{'T061'},1,95,PMC9209331.txt
309,319,reductions,reductions,C4551656,1.0,{'T061'},1,95,PMC9209331.txt
858,868,management,management,C0376636,1.0,{'T058'},1,95,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,95,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,95,PMC9209331.txt
407,415,possible,possible,C0332149,1.0,{'T033'},1,95,PMC9209331.txt
419,426,comment,comment,C0282411,1.0,{'T170'},1,95,PMC9209331.txt
419,426,comment,comment,C0947611,1.0,{'T170'},1,95,PMC9209331.txt
733,738,given,given,C3244317,1.0,{'T170'},1,95,PMC9209331.txt
844,848,used,used,C1273517,1.0,{'T033'},1,95,PMC9209331.txt
909,913,used,used,C1273517,1.0,{'T033'},1,95,PMC9209331.txt
70,73,new,new,C1578513,1.0,{'T033'},1,95,PMC9209331.txt
102,112,treatments,treatments,C0087111,1.0,{'T061'},1,96,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,96,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,96,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,96,PMC9209331.txt
50,57,options,options,C0683525,1.0,{'T033'},1,96,PMC9209331.txt
165,170,GRADE,grade,C3244287,1.0,{'T033'},1,96,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,97,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,97,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,97,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,97,PMC9209331.txt
77,83,single,single,C0087136,1.0,{'T033'},0,97,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,98,PMC9209331.txt
154,168,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,98,PMC9209331.txt
262,272,confidence,confidence,C0237529,1.0,{'T041'},1,98,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,98,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,98,PMC9209331.txt
141,150,reduction,reduction,C4551656,1.0,{'T061'},1,98,PMC9209331.txt
174,182,tramadol,tramadol,C0040610,1.0,"{'T109', 'T121'}",0,98,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,98,PMC9209331.txt
96,103,placebo,placebo,C0032042,1.0,{'T061'},0,98,PMC9209331.txt
197,204,placebo,placebo,C0032042,1.0,{'T061'},0,98,PMC9209331.txt
77,83,single,single,C0087136,1.0,{'T033'},0,98,PMC9209331.txt
135,147,descriptions,descriptions,C0678257,1.0,{'T170'},1,99,PMC9209331.txt
155,165,literature,literature,C0023866,1.0,{'T170'},0,99,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,99,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,99,PMC9209331.txt
108,116,reviewed,reviewed,C0282443,1.0,{'T170'},1,99,PMC9209331.txt
231,239,tramadol,tramadol,C0040610,1.0,"{'T109', 'T121'}",0,99,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,99,PMC9209331.txt
252,259,placebo,placebo,C0032042,1.0,{'T061'},0,99,PMC9209331.txt
93,99,review,review,C0282443,1.0,{'T170'},0,99,PMC9209331.txt
117,121,pain,pain,C0030193,1.0,{'T184'},0,99,PMC9209331.txt
197,201,pain,pain,C0030193,1.0,{'T184'},0,99,PMC9209331.txt
61,64,new,new,C1578513,1.0,{'T033'},1,99,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,100,PMC9209331.txt
104,115,lamotrigine,lamotrigine,C0524166,1.0,{'T059'},1,100,PMC9209331.txt
104,115,lamotrigine,lamotrigine,C0064636,1.0,"{'T109', 'T121'}",0,100,PMC9209331.txt
192,203,lamotrigine,lamotrigine,C0524166,1.0,{'T059'},1,100,PMC9209331.txt
192,203,lamotrigine,lamotrigine,C0064636,1.0,"{'T109', 'T121'}",0,100,PMC9209331.txt
317,328,lamotrigine,lamotrigine,C0524166,1.0,{'T059'},1,100,PMC9209331.txt
317,328,lamotrigine,lamotrigine,C0064636,1.0,"{'T109', 'T121'}",0,100,PMC9209331.txt
457,467,confidence,confidence,C0237529,1.0,{'T041'},1,100,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,100,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,100,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,100,PMC9209331.txt
234,241,therapy,therapy,C0087111,1.0,{'T061'},0,100,PMC9209331.txt
285,292,placebo,placebo,C0032042,1.0,{'T061'},0,100,PMC9209331.txt
343,350,reduced,reduced,C0392756,1.0,{'T033'},1,100,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,101,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,101,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,101,PMC9209331.txt
101,111,treatments,treatments,C0087111,1.0,{'T061'},1,102,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,102,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,102,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,102,PMC9209331.txt
50,57,options,options,C0683525,1.0,{'T033'},1,102,PMC9209331.txt
164,169,GRADE,grade,C3244287,1.0,{'T033'},1,102,PMC9209331.txt
177,181,weak,weak,C3714552,1.0,{'T184'},0,102,PMC9209331.txt
144,161,botulinum toxin A,botulinum toxin A,C0006050,1.0,"{'T131', 'T121', 'T116'}",1,103,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,103,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,103,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,103,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,103,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,104,PMC9209331.txt
210,224,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,104,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,104,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,104,PMC9209331.txt
197,206,reduction,reduction,C4551656,1.0,{'T061'},1,104,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,104,PMC9209331.txt
102,109,therapy,therapy,C0087111,1.0,{'T061'},0,104,PMC9209331.txt
75,79,tDCS,tDCS,C3850024,1.0,{'T061'},0,104,PMC9209331.txt
230,234,tDCS,tDCS,C3850024,1.0,{'T061'},0,104,PMC9209331.txt
292,311,treatment protocols,treatment protocols,C0040808,1.0,{'T061'},1,105,PMC9209331.txt
151,165,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,105,PMC9209331.txt
70,83,meta-analysis,meta-analysis,C0282458,1.0,{'T170'},1,105,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,105,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,105,PMC9209331.txt
201,210,treatment,treatment,C0087111,1.0,{'T061'},1,105,PMC9209331.txt
201,210,treatment,treatment,C3887704,1.0,{'T058'},1,105,PMC9209331.txt
372,381,difficult,difficult,C0332218,1.0,{'T033'},1,105,PMC9209331.txt
112,120,positive,positive,C1446409,1.0,{'T033'},1,105,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,105,PMC9209331.txt
143,147,tDCS,tDCS,C3850024,1.0,{'T061'},0,105,PMC9209331.txt
316,320,tDCS,tDCS,C3850024,1.0,{'T061'},0,105,PMC9209331.txt
194,209,visual illusion,visual illusion,C0751246,1.0,{'T048'},1,106,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,106,PMC9209331.txt
133,147,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,106,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,106,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,106,PMC9209331.txt
120,129,reduction,reduction,C4551656,1.0,{'T061'},1,106,PMC9209331.txt
154,163,treatment,treatment,C0087111,1.0,{'T061'},1,106,PMC9209331.txt
154,163,treatment,treatment,C3887704,1.0,{'T058'},1,106,PMC9209331.txt
213,222,isolation,isolation,C0204727,1.0,{'T061'},1,106,PMC9209331.txt
213,222,isolation,isolation,C0220862,1.0,{'T059'},1,106,PMC9209331.txt
213,222,isolation,isolation,C0260397,1.0,{'T033'},1,106,PMC9209331.txt
236,245,isolation,isolation,C0204727,1.0,{'T061'},1,106,PMC9209331.txt
236,245,isolation,isolation,C0220862,1.0,{'T059'},1,106,PMC9209331.txt
236,245,isolation,isolation,C0260397,1.0,{'T033'},1,106,PMC9209331.txt
184,192,illusion,illusion,C0020903,1.0,{'T048'},0,106,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,106,PMC9209331.txt
228,232,tDCS,tDCS,C3850024,1.0,{'T061'},0,106,PMC9209331.txt
263,283,Brief Pain Inventory,Brief Pain Inventory,C3539024,1.0,{'T170'},1,107,PMC9209331.txt
263,283,Brief Pain Inventory,Brief Pain Inventory,C1511326,1.0,{'T170'},0,107,PMC9209331.txt
196,211,visual illusion,visual illusion,C0751246,1.0,{'T048'},1,107,PMC9209331.txt
362,377,visual illusion,visual illusion,C0751246,1.0,{'T048'},1,107,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,107,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,107,PMC9209331.txt
323,332,treatment,treatment,C0087111,1.0,{'T061'},1,107,PMC9209331.txt
323,332,treatment,treatment,C3887704,1.0,{'T058'},1,107,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,107,PMC9209331.txt
240,247,various,various,C3540008,1.0,{'T121'},1,107,PMC9209331.txt
240,247,various,various,C3540761,1.0,{'T121'},1,107,PMC9209331.txt
240,247,various,various,C3540762,1.0,{'T121'},1,107,PMC9209331.txt
240,247,various,various,C3540765,1.0,"{'T129', 'T121'}",1,107,PMC9209331.txt
240,247,various,various,C3540766,1.0,{'T121'},1,107,PMC9209331.txt
240,247,various,various,C3540769,1.0,{'T121'},1,107,PMC9209331.txt
287,294,various,various,C3540008,1.0,{'T121'},1,107,PMC9209331.txt
287,294,various,various,C3540761,1.0,{'T121'},1,107,PMC9209331.txt
287,294,various,various,C3540762,1.0,{'T121'},1,107,PMC9209331.txt
287,294,various,various,C3540765,1.0,"{'T129', 'T121'}",1,107,PMC9209331.txt
287,294,various,various,C3540766,1.0,{'T121'},1,107,PMC9209331.txt
287,294,various,various,C3540769,1.0,{'T121'},1,107,PMC9209331.txt
388,395,placebo,placebo,C0032042,1.0,{'T061'},0,107,PMC9209331.txt
400,407,various,various,C3540008,1.0,{'T121'},1,107,PMC9209331.txt
400,407,various,various,C3540761,1.0,{'T121'},1,107,PMC9209331.txt
400,407,various,various,C3540762,1.0,{'T121'},1,107,PMC9209331.txt
400,407,various,various,C3540765,1.0,"{'T129', 'T121'}",1,107,PMC9209331.txt
400,407,various,various,C3540766,1.0,{'T121'},1,107,PMC9209331.txt
400,407,various,various,C3540769,1.0,{'T121'},1,107,PMC9209331.txt
93,99,review,review,C0282443,1.0,{'T170'},0,107,PMC9209331.txt
355,360,alone,alone,C0439044,1.0,{'T033'},1,107,PMC9209331.txt
378,383,alone,alone,C0439044,1.0,{'T033'},1,107,PMC9209331.txt
147,151,pain,pain,C0030193,1.0,{'T184'},0,107,PMC9209331.txt
187,191,tDCS,tDCS,C3850024,1.0,{'T061'},0,107,PMC9209331.txt
350,354,tDCS,tDCS,C3850024,1.0,{'T061'},0,107,PMC9209331.txt
61,64,new,new,C1578513,1.0,{'T033'},1,107,PMC9209331.txt
102,112,treatments,treatments,C0087111,1.0,{'T061'},1,108,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,108,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,108,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,108,PMC9209331.txt
50,57,options,options,C0683525,1.0,{'T033'},1,108,PMC9209331.txt
164,169,GRADE,grade,C3244287,1.0,{'T033'},1,108,PMC9209331.txt
177,181,weak,weak,C3714552,1.0,{'T184'},0,108,PMC9209331.txt
148,151,low,low,C1550472,1.0,{'T170'},1,108,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,109,PMC9209331.txt
357,371,adverse effect,adverse effect,C0879626,1.0,{'T046'},1,109,PMC9209331.txt
133,145,cannabinoids,cannabinoids,C0006864,1.0,"{'T109', 'T121'}",0,109,PMC9209331.txt
244,256,cannabinoids,cannabinoids,C0006864,1.0,"{'T109', 'T121'}",0,109,PMC9209331.txt
384,396,cannabinoids,cannabinoids,C0006864,1.0,"{'T109', 'T121'}",0,109,PMC9209331.txt
475,487,hyperalgesia,hyperalgesia,C0020429,1.0,{'T184'},0,109,PMC9209331.txt
268,278,nabiximols,nabiximols,C2347556,1.0,"{'T109', 'T121'}",0,109,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,109,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,109,PMC9209331.txt
423,432,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,109,PMC9209331.txt
461,470,tolerance,tolerance,C0220929,1.0,{'T041'},1,109,PMC9209331.txt
461,470,tolerance,tolerance,C0231197,1.0,{'T039'},1,109,PMC9209331.txt
575,584,treatment,treatment,C0087111,1.0,{'T061'},1,109,PMC9209331.txt
575,584,treatment,treatment,C3887704,1.0,{'T058'},1,109,PMC9209331.txt
536,544,cannabis,cannabis,C0024808,1.0,"{'T109', 'T121'}",1,109,PMC9209331.txt
536,544,cannabis,cannabis,C0678449,1.0,"{'T109', 'T121'}",1,109,PMC9209331.txt
640,648,specific,specific,C1552740,1.0,{'T170'},1,109,PMC9209331.txt
674,682,cannabis,cannabis,C0024808,1.0,"{'T109', 'T121'}",1,109,PMC9209331.txt
674,682,cannabis,cannabis,C0678449,1.0,"{'T109', 'T121'}",1,109,PMC9209331.txt
36,43,options,options,C0683525,1.0,{'T033'},1,109,PMC9209331.txt
443,450,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,109,PMC9209331.txt
504,511,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,109,PMC9209331.txt
60,74,considerations,considerations,C0518609,1.0,{'T033'},1,110,PMC9209331.txt
502,516,pain intensity,pain intensity,C1507013,1.0,{'T201'},1,110,PMC9209331.txt
550,563,consideration,consideration,C0518609,1.0,{'T033'},1,110,PMC9209331.txt
521,533,muscle spasm,muscle spasm,C0037763,1.0,{'T184'},0,110,PMC9209331.txt
371,381,discussion,discussion,C0557061,1.0,{'T061'},1,110,PMC9209331.txt
4,13,Treatment,Treatment,C1533734,1.0,{'T061'},1,110,PMC9209331.txt
4,13,Treatment,Treatment,C0087111,1.0,{'T061'},0,110,PMC9209331.txt
