start,end,ngram,term,cui,similarity,semtypes,preferred,elem_id,source_filename
2214,2219,drugs,drugs,C0013227,1.0,{'T121'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2241,2246,drugs,drugs,C0013227,1.0,{'T121'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2255,2260,class,class,C0456387,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2370,2375,class,class,C0456387,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2418,2423,drugs,drugs,C0013227,1.0,{'T121'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2544,2549,drugs,drugs,C0013227,1.0,{'T121'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3174,3179,drugs,drugs,C0013227,1.0,{'T121'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3189,3194,class,class,C0456387,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
69,73,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
109,113,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
239,243,care,care,C0580931,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1348,1352,data,data,C3245479,1.0,{'T074'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1580,1584,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1610,1614,care,care,C0580931,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2318,2322,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2464,2468,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2965,2969,test,test,C0392366,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2965,2969,test,test,C0456984,1.0,{'T034'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3004,3008,used,used,C1273517,1.0,{'T033'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4261,4265,test,test,C0392366,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4261,4265,test,test,C0456984,1.0,{'T034'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4455,4459,test,test,C0392366,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4455,4459,test,test,C0456984,1.0,{'T034'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1215,1218,low,low,C1550472,1.0,{'T170'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4568,4571,gas,gas,C0596601,1.0,{'T184'},1,175,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2167,2189,substance use disorder,substance use disorder,C0038586,1.0,{'T048'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6532,6554,substance use disorder,substance use disorder,C0038586,1.0,{'T048'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6036,6057,liquid chromatography,liquid chromatography,C0008565,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
108,128,toxicology screening,toxicology screening,C0430054,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3959,3979,toxicology screening,toxicology screening,C0430054,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4514,4531,synthetic opioids,synthetic opioids,C0682986,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6058,6075,mass spectrometry,mass spectrometry,C0037813,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
272,287,benzodiazepines,benzodiazepines,C4048284,1.0,"{'T109', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
272,287,benzodiazepines,benzodiazepines,C0005064,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
705,720,adverse effects,adverse effects,C0879626,1.0,{'T046'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2535,2550,benzodiazepines,benzodiazepines,C4048284,1.0,"{'T109', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2535,2550,benzodiazepines,benzodiazepines,C0005064,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3435,3450,benzodiazepines,benzodiazepines,C4048284,1.0,"{'T109', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3435,3450,benzodiazepines,benzodiazepines,C0005064,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6202,6217,pain management,pain management,C0002766,1.0,{'T061'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1640,1654,interpretation,interpretation,C0459471,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5153,5167,considerations,considerations,C0518609,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5172,5186,interpretation,interpretation,C0459471,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5274,5288,drug detection,drug detection,C0038577,1.0,{'T059'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6173,6187,patient safety,patient safety,C1113679,1.0,{'T058'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6369,6383,patient safety,patient safety,C1113679,1.0,{'T058'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3571,3584,buprenorphine,buprenorphine,C0006405,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4625,4638,buprenorphine,buprenorphine,C0006405,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5052,5065,hydromorphone,hydromorphone,C0012306,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
63,75,find studies,find studies,C0683954,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
687,699,difficulties,difficulties,C1299586,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1723,1735,test results,test results,C0456984,1.0,{'T034'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2385,2397,prescription,prescription,C0033080,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3653,3665,confirmatory,confirmatory,C0750484,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3920,3932,immunoassays,immunoassays,C0020980,1.0,{'T059'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5207,5219,test results,test results,C0456984,1.0,{'T034'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5547,5559,confirmatory,confirmatory,C0750484,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5685,5697,confirmatory,confirmatory,C0750484,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5922,5934,confirmatory,confirmatory,C0750484,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
163,174,prescribing,prescribing,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
224,235,medications,medications,C0013227,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
259,270,medications,medications,C0013227,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1476,1487,application,application,C0185125,1.0,{'T061'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1889,1900,application,application,C0185125,1.0,{'T061'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3079,3090,medications,medications,C0013227,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3390,3401,immunoassay,immunoassay,C0020980,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4016,4027,explanation,explanation,C0681841,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4370,4381,immunoassay,immunoassay,C0020980,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4382,4393,test result,test result,C0456984,1.0,{'T034'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4486,4497,immunoassay,immunoassay,C0020980,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4676,4687,immunoassay,immunoassay,C0020980,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4715,4726,oxymorphone,oxymorphone,C0030073,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5085,5096,hydrocodone,hydrocodone,C0020264,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5102,5113,oxymorphone,oxymorphone,C0030073,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5597,5608,explanation,explanation,C0681841,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6310,6321,test result,test result,C0456984,1.0,{'T034'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
376,386,Toxicology,Toxicology,C1548006,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
573,583,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
778,788,Oral fluid,Oral fluid,C5970202,1.0,{'T031'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
862,872,guidelines,guidelines,C0162791,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
862,872,guidelines,guidelines,C0220845,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
862,872,guidelines,guidelines,C0282423,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2356,2366,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2909,2919,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2920,2930,medication,medication,C0013227,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2920,2930,medication,medication,C3244316,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3068,3078,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3262,3272,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3514,3524,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3868,3878,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4302,4312,understand,understand,C0162340,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5313,5323,metabolism,metabolism,C0025519,1.0,{'T040'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5506,5516,Discussion,Discussion,C0557061,1.0,{'T061'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5788,5798,prescribed,prescribed,C0278329,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
632,641,diversion,diversion,C0185033,1.0,{'T061'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1466,1475,universal,universal,C4316796,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1630,1639,clinician,clinician,C1550470,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1824,1833,practices,practices,C0237607,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3525,3534,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3588,3597,methadone,methadone,C0025605,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3743,3752,decisions,decisions,C0679006,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4551,4560,methadone,methadone,C0025605,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4612,4621,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4666,4675,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4701,4710,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5133,5142,oxycodone,oxycodone,C0030049,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6323,6332,Dismissal,Dismissal,C0014007,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6470,6479,clinician,clinician,C1550470,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6516,6525,treatment,treatment,C0087111,1.0,{'T061'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6516,6525,treatment,treatment,C3887704,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
366,374,overdose,overdose,C4018909,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
366,374,overdose,overdose,C0029944,1.0,{'T037'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
423,431,drug use,drug use,C2239127,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
423,431,drug use,drug use,C0242510,1.0,{'T048'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
444,452,reported,reported,C0700287,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1123,1131,negative,negative,C0205160,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1368,1376,category,category,C0683312,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1791,1799,category,category,C0683312,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2018,2026,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2450,2458,overdose,overdose,C4018909,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2450,2458,overdose,overdose,C0029944,1.0,{'T037'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2808,2816,intended,intended,C1551357,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2897,2905,presence,presence,C0392148,1.0,{'T061'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2998,3006,reported,reported,C0700287,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3607,3615,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3844,3852,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3911,3919,standard,standard,C3873211,1.0,{'T059'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4128,4136,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4282,4290,practice,practice,C0237607,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4282,4290,practice,practice,C3245512,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4354,4362,positive,positive,C1446409,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4402,4410,morphine,morphine,C0026549,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4447,4455,morphine,morphine,C0026549,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4539,4547,fentanyl,fentanyl,C0015846,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4846,4854,positive,positive,C1446409,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4867,4875,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4990,4998,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5029,5037,positive,positive,C1446409,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5538,5546,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5775,5783,negative,negative,C0205160,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5989,5997,specific,specific,C1552740,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6218,6226,strategy,strategy,C0679199,1.0,{'T041'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
47,54,reviews,reviews,C0282443,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
326,333,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
565,572,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
798,805,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
929,936,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1085,1092,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1193,1200,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1571,1578,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1656,1663,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2206,2213,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2265,2272,therapy,therapy,C0087111,1.0,{'T061'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2334,2341,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2367,2374,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2478,2485,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2523,2530,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2579,2586,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2710,2717,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3273,3280,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3335,3342,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3423,3430,opiates,opiates,C0242401,1.0,{'T059'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3423,3430,opiates,opiates,C0376196,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3454,3461,classes,classes,C0456387,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3556,3563,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3616,3623,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3666,3673,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3940,3947,confirm,confirm,C0750484,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4137,4144,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4253,4260,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4424,4431,reflect,reflect,C0558058,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4457,4464,codeine,codeine,C0009214,1.0,"{'T109', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4597,4604,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4816,4823,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4876,4883,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4890,4897,reflect,reflect,C0558058,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4915,4922,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5560,5567,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5642,5649,present,present,C0150312,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5698,5705,testing,testing,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5799,5806,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5825,5832,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5998,6005,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6429,6436,opioids,opioids,C0242402,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
6454,6461,sources,sources,C0449416,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
156,162,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
212,218,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
247,253,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
292,298,heroin,heroin,C0011892,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
503,509,assist,assist,C0557034,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
745,751,tested,tested,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
790,796,saliva,saliva,C0036087,1.0,{'T031'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1435,1441,others,others,C3539125,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1518,1524,tested,tested,C0392366,1.0,{'T170'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
1548,1554,stigma,stigma,C0277787,1.0,{'T033'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2258,2264,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3736,3742,inform,inform,C0700287,1.0,{'T058'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3835,3841,detect,detect,C0442726,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3853,3859,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4363,4369,opiate,opiate,C0376196,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4469,4475,heroin,heroin,C0011892,1.0,"{'T109', 'T131', 'T121'}",0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4507,4513,detect,detect,C0442726,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4576,4582,detect,detect,C0442726,1.0,{'T033'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
4999,5005,opioid,opioid,C0242402,1.0,"{'T109', 'T131', 'T121'}",1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
387,392,tests,tests,C0392366,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
493,498,tests,tests,C0392366,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
771,776,urine,urine,C0042036,1.0,{'T031'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
2006,2011,learn,learn,C0023185,1.0,{'T041'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3290,3295,drugs,drugs,C0013227,1.0,{'T121'},1,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
3413,3418,tests,tests,C0392366,1.0,{'T170'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
5190,5195,urine,urine,C0042036,1.0,{'T031'},0,176,cdc-guidelines-2022-opiods-for-pain.grobid.tei.txt
